Date,Type,Ticker,Shares,Price,Amount
2023-06-30,SELL,373220.KS,3,553000.0,1659000.0
2023-06-30,SELL,000660.KS,18,112953.8515625,2033169.328125
2023-06-30,SELL,051910.KS,2,659778.6875,1319557.375
2023-06-30,SELL,015760.KS,106,20384.912109375,2160800.68359375
2023-06-30,BUY,015760.KS,99,20384.912109375,2018106.298828125
2023-06-30,BUY,012330.KS,9,223167.296875,2008505.671875
2023-06-30,BUY,000270.KS,25,79060.484375,1976512.109375
2023-06-30,BUY,006400.KS,3,664896.875,1994690.625
2023-06-30,BUY,003550.KS,25,80089.828125,2002245.703125
2023-06-30,BUY,005380.KS,11,181171.578125,1992887.359375
2023-06-30,BUY,066570.KS,16,123554.4375,1976871.0
2023-06-30,BUY,086790.KS,59,34187.796875,2017080.015625
2023-07-31,SELL,015760.KS,99,19009.42578125,1881933.15234375
2023-07-31,SELL,012330.KS,9,223647.234375,2012825.109375
2023-07-31,SELL,000270.KS,25,73879.125,1846978.125
2023-07-31,SELL,006400.KS,3,660921.4375,1982764.3125
2023-07-31,SELL,003550.KS,25,75994.328125,1899858.203125
2023-07-31,SELL,005380.KS,11,171959.4375,1891553.8125
2023-07-31,SELL,066570.KS,16,105708.765625,1691340.25
2023-07-31,SELL,086790.KS,59,34275.015625,2022225.921875
2023-07-31,BUY,035420.KS,8,225063.875,1800511.0
2023-07-31,BUY,096770.KS,9,207760.296875,1869842.671875
2023-07-31,BUY,005490.KS,3,601216.6875,1803650.0625
2023-07-31,BUY,086790.KS,56,34275.015625,1919400.875
2023-07-31,BUY,006400.KS,2,660921.4375,1321842.875
2023-07-31,BUY,000660.KS,15,120993.96875,1814909.53125
2023-07-31,BUY,066570.KS,18,105708.765625,1902757.78125
2023-07-31,BUY,035720.KS,37,51167.640625,1893202.703125
2023-08-30,SELL,035420.KS,8,215644.90625,1725159.25
2023-08-30,SELL,096770.KS,9,176797.15625,1591174.40625
2023-08-30,SELL,005490.KS,3,543155.3125,1629465.9375
2023-08-30,SELL,086790.KS,56,34144.1953125,1912074.9375
2023-08-30,SELL,006400.KS,2,602283.25,1204566.5
2023-08-30,SELL,000660.KS,15,117071.96875,1756079.53125
2023-08-30,SELL,066570.KS,18,97614.8359375,1757067.046875
2023-08-30,SELL,035720.KS,37,48873.578125,1808322.390625
2023-08-30,BUY,034020.KS,101,17750.0,1792750.0
2023-08-30,BUY,017670.KS,42,42278.7890625,1775709.140625
2023-08-30,BUY,030200.KS,63,28694.978515625,1807783.646484375
2023-08-30,BUY,009830.KS,50,36167.28125,1808364.0625
2023-08-30,BUY,051910.KS,3,569763.9375,1709291.8125
2023-08-30,BUY,373220.KS,3,553000.0,1659000.0
2023-08-30,BUY,000660.KS,15,117071.96875,1756079.53125
2023-08-30,BUY,028260.KS,17,101791.1640625,1730449.7890625
2023-10-04,SELL,034020.KS,101,15770.0,1592770.0
2023-10-04,SELL,017670.KS,42,44223.98828125,1857407.5078125
2023-10-04,SELL,030200.KS,63,28781.798828125,1813253.326171875
2023-10-04,SELL,009830.KS,50,27113.291015625,1355664.55078125
2023-10-04,SELL,051910.KS,3,480738.3125,1442214.9375
2023-10-04,SELL,373220.KS,3,456000.0,1368000.0
2023-10-04,SELL,000660.KS,15,113440.8359375,1701612.5390625
2023-10-04,SELL,028260.KS,17,101791.1640625,1730449.7890625
2023-10-04,BUY,017670.KS,37,44223.98828125,1636287.56640625
2023-10-04,BUY,207940.KS,1,1062437.375,1062437.375
2023-10-04,BUY,006400.KS,3,481528.4375,1444585.3125
2023-10-04,BUY,105560.KS,33,49955.1015625,1648518.3515625
2023-10-04,BUY,000270.KS,22,73164.453125,1609617.96875
2023-10-04,BUY,015760.KS,96,17317.279296875,1662458.8125
2023-10-04,BUY,005380.KS,9,168709.125,1518382.125
2023-10-04,BUY,051910.KS,3,480738.3125,1442214.9375
2023-11-03,SELL,017670.KS,37,44312.96875,1639579.84375
2023-11-03,SELL,207940.KS,1,1083962.875,1083962.875
2023-11-03,SELL,006400.KS,3,451215.5,1353646.5
2023-11-03,SELL,105560.KS,33,48037.26953125,1585229.89453125
2023-11-03,SELL,000270.KS,22,69323.09375,1525108.0625
2023-11-03,SELL,015760.KS,96,16288.1376953125,1563661.21875
2023-11-03,SELL,005380.KS,9,153323.71875,1379913.46875
2023-11-03,SELL,051910.KS,3,465900.6875,1397702.0625
2023-11-03,BUY,096770.KS,11,134660.5,1481265.5
2023-11-03,BUY,035720.KS,38,41193.44140625,1565350.7734375
2023-11-03,BUY,035420.KS,8,198789.90625,1590319.25
2023-11-03,BUY,068270.KS,11,136371.34375,1500084.78125
2023-11-03,BUY,000270.KS,23,69323.09375,1594431.15625
2023-11-03,BUY,055550.KS,49,32106.185546875,1573203.091796875
2023-11-03,BUY,009830.KS,53,29936.580078125,1586638.744140625
2023-11-03,BUY,015760.KS,98,16288.1376953125,1596237.494140625
2023-12-04,SELL,096770.KS,11,133383.625,1467219.875
2023-12-04,SELL,035720.KS,38,50668.9296875,1925419.328125
2023-12-04,SELL,035420.KS,8,208704.59375,1669636.75
2023-12-04,SELL,068270.KS,11,147925.140625,1627176.546875
2023-12-04,SELL,000270.KS,23,75129.796875,1727985.328125
2023-12-04,SELL,055550.KS,49,33808.0859375,1656596.2109375
2023-12-04,SELL,009830.KS,53,31688.96484375,1679515.13671875
2023-12-04,SELL,015760.KS,98,18930.259765625,1855165.45703125
2023-12-04,BUY,028260.KS,15,115497.5078125,1732462.6171875
2023-12-04,BUY,034020.KS,111,15610.0,1732710.0
2023-12-04,BUY,035720.KS,34,50668.9296875,1722743.609375
2023-12-04,BUY,035420.KS,8,208704.59375,1669636.75
2023-12-04,BUY,005490.KS,3,446898.1875,1340694.5625
2023-12-04,BUY,006400.KS,3,436804.4375,1310413.3125
2023-12-04,BUY,051910.KS,3,467879.0625,1403637.1875
2023-12-04,BUY,003550.KS,23,74993.1953125,1724843.4921875
